job,marital,default,housing,loan,contact,month,poutcome,deposit
management,married,no,yes,yes,cellular,jul,unknown,no
blue-collar,married,no,yes,no,telephone,jul,unknown,no
student,single,no,no,no,cellular,may,unknown,no
unknown,married,no,no,no,cellular,aug,unknown,no
technician,married,no,no,no,cellular,jul,unknown,no
management,married,no,no,no,cellular,aug,other,no
management,single,no,yes,no,cellular,may,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
admin.,married,no,yes,no,cellular,jul,unknown,no
admin.,married,no,yes,no,cellular,apr,failure,no
student,single,no,no,no,cellular,jun,unknown,no
entrepreneur,married,no,yes,no,unknown,jun,unknown,no
technician,married,no,no,no,telephone,aug,success,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
admin.,married,no,yes,no,unknown,may,unknown,no
management,married,no,no,no,cellular,nov,unknown,no
admin.,single,no,yes,no,cellular,apr,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
entrepreneur,married,no,yes,no,unknown,may,unknown,no
admin.,married,no,no,no,unknown,jun,unknown,no
blue-collar,married,no,no,no,unknown,jun,unknown,no
entrepreneur,divorced,no,yes,no,cellular,apr,unknown,no
student,single,no,yes,no,cellular,may,unknown,no
technician,married,no,no,no,cellular,may,success,no
services,single,no,no,no,cellular,may,unknown,no
blue-collar,single,no,no,no,unknown,jun,unknown,no
management,divorced,no,no,no,cellular,feb,unknown,no
management,single,no,no,no,unknown,sep,success,no
management,divorced,no,yes,yes,cellular,jul,unknown,no
blue-collar,married,no,yes,no,cellular,apr,unknown,no
management,single,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,no,no,cellular,aug,unknown,no
retired,married,no,no,yes,cellular,jul,unknown,no
services,married,no,yes,no,cellular,may,failure,no
services,married,no,yes,no,cellular,aug,unknown,no
admin.,single,no,yes,yes,unknown,may,unknown,no
admin.,married,no,yes,yes,cellular,jul,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
technician,married,no,no,yes,cellular,aug,unknown,no
retired,married,no,no,no,unknown,may,unknown,no
blue-collar,single,no,yes,no,cellular,jul,unknown,no
admin.,divorced,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,no,yes,cellular,aug,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,cellular,may,unknown,no
services,single,no,yes,no,unknown,may,unknown,no
unemployed,married,no,yes,no,cellular,nov,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
blue-collar,divorced,no,yes,no,unknown,may,unknown,no
blue-collar,single,no,yes,no,cellular,may,failure,no
unemployed,married,no,yes,yes,cellular,apr,failure,no
admin.,divorced,no,yes,no,unknown,may,unknown,no
services,married,no,yes,no,cellular,jan,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
self-employed,single,no,no,yes,cellular,nov,unknown,no
blue-collar,married,no,yes,yes,cellular,may,unknown,no
admin.,single,no,yes,yes,cellular,feb,unknown,no
management,divorced,no,yes,no,cellular,feb,unknown,no
unemployed,single,no,no,no,cellular,nov,unknown,no
blue-collar,married,no,yes,yes,unknown,may,unknown,no
self-employed,single,no,yes,yes,unknown,jun,unknown,no
admin.,single,no,yes,yes,unknown,jun,unknown,no
blue-collar,married,no,no,no,unknown,jun,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,no,yes,cellular,jul,unknown,no
blue-collar,single,no,yes,no,unknown,may,unknown,no
admin.,married,no,yes,no,unknown,jul,unknown,no
blue-collar,single,no,no,no,unknown,sep,unknown,no
blue-collar,married,no,no,yes,unknown,jun,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
management,married,no,no,yes,cellular,aug,unknown,no
self-employed,single,no,no,no,unknown,may,unknown,no
management,married,no,no,yes,cellular,nov,unknown,no
self-employed,married,no,no,no,cellular,jan,unknown,no
blue-collar,married,no,yes,no,cellular,jul,unknown,no
services,single,no,yes,no,cellular,may,unknown,no
blue-collar,married,no,no,no,unknown,may,unknown,no
management,married,no,no,no,cellular,feb,other,no
blue-collar,single,no,no,no,cellular,jan,other,no
management,married,no,no,no,cellular,mar,unknown,no
blue-collar,married,no,yes,no,telephone,feb,unknown,no
housemaid,married,no,no,no,unknown,jun,unknown,no
management,married,no,yes,yes,cellular,jul,unknown,no
technician,married,yes,no,no,unknown,may,unknown,no
admin.,married,no,no,no,unknown,may,unknown,no
blue-collar,single,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,yes,unknown,may,unknown,no
services,married,no,yes,no,unknown,jun,unknown,no
services,married,no,yes,no,unknown,jun,unknown,no
technician,married,no,no,no,cellular,oct,unknown,no
blue-collar,married,no,yes,no,cellular,nov,failure,no
technician,single,no,yes,no,cellular,may,unknown,no
services,married,no,yes,no,cellular,may,other,no
unemployed,married,no,no,no,telephone,feb,unknown,no
entrepreneur,married,no,no,no,unknown,jun,unknown,no
student,single,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,no,yes,telephone,jul,unknown,no
technician,married,no,no,no,cellular,jan,other,no
technician,married,no,yes,no,cellular,jun,unknown,no
services,married,no,yes,no,cellular,jul,unknown,no
technician,married,no,yes,no,unknown,may,unknown,no
services,married,no,yes,no,unknown,jun,unknown,no
retired,married,no,no,no,telephone,apr,unknown,no
technician,married,no,yes,no,cellular,jul,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
management,married,no,no,no,cellular,jul,unknown,no
services,married,no,no,no,cellular,jul,unknown,no
housemaid,divorced,no,no,no,unknown,jun,unknown,no
blue-collar,married,no,yes,no,cellular,apr,unknown,no
admin.,divorced,no,no,yes,cellular,jan,unknown,no
management,married,no,no,yes,cellular,jan,unknown,no
entrepreneur,married,no,yes,no,cellular,nov,unknown,no
blue-collar,single,no,no,no,unknown,may,unknown,no
admin.,married,no,yes,no,unknown,jun,unknown,no
entrepreneur,married,no,yes,no,unknown,jun,unknown,no
blue-collar,single,no,no,no,cellular,jun,success,no
management,single,no,yes,no,cellular,may,failure,no
retired,divorced,no,no,no,telephone,apr,unknown,no
management,married,no,no,no,cellular,may,success,no
retired,married,no,yes,no,unknown,may,unknown,no
management,married,no,no,no,cellular,jul,unknown,no
entrepreneur,married,no,yes,no,cellular,nov,unknown,no
admin.,married,yes,yes,no,unknown,may,unknown,no
technician,single,no,no,no,unknown,jun,unknown,no
blue-collar,married,no,yes,no,cellular,jul,unknown,no
admin.,single,no,yes,no,unknown,may,unknown,no
unemployed,single,no,no,no,cellular,feb,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
admin.,divorced,yes,no,yes,cellular,jul,unknown,no
entrepreneur,married,no,yes,yes,cellular,jul,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
management,divorced,no,no,no,cellular,jan,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
self-employed,married,no,no,no,telephone,aug,failure,no
admin.,single,no,yes,yes,cellular,may,other,no
technician,married,yes,yes,no,cellular,nov,unknown,no
management,single,no,no,no,cellular,nov,failure,no
technician,divorced,no,no,no,cellular,aug,unknown,no
self-employed,married,no,yes,yes,unknown,may,unknown,no
admin.,divorced,no,yes,yes,unknown,may,unknown,no
services,single,no,no,yes,cellular,jul,unknown,no
admin.,divorced,no,yes,no,unknown,may,unknown,no
technician,single,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
technician,divorced,no,yes,yes,cellular,aug,unknown,no
admin.,married,no,yes,no,cellular,may,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
technician,married,no,no,no,cellular,jul,unknown,no
admin.,married,no,yes,no,cellular,feb,unknown,no
entrepreneur,married,no,yes,no,cellular,nov,unknown,no
technician,single,no,yes,no,cellular,may,failure,no
services,married,no,yes,no,unknown,may,unknown,no
unemployed,married,no,no,no,cellular,jan,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
admin.,married,no,yes,no,unknown,may,unknown,no
technician,single,no,yes,no,unknown,may,unknown,no
services,married,no,no,no,unknown,jun,unknown,no
management,married,no,yes,no,cellular,jul,unknown,no
self-employed,married,no,no,no,telephone,nov,unknown,no
entrepreneur,married,no,no,no,cellular,aug,unknown,no
technician,married,no,no,no,cellular,nov,other,no
management,married,no,yes,no,telephone,may,unknown,no
unemployed,married,no,no,yes,cellular,jul,unknown,no
management,married,no,no,no,cellular,nov,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
services,married,no,no,no,unknown,jun,unknown,no
admin.,married,no,yes,no,cellular,may,other,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
technician,married,no,yes,yes,unknown,jun,unknown,no
admin.,divorced,no,yes,no,cellular,apr,unknown,no
blue-collar,married,no,no,no,unknown,jun,unknown,no
technician,married,no,no,no,cellular,jul,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
technician,single,no,no,no,cellular,jan,unknown,no
self-employed,divorced,no,no,yes,cellular,aug,unknown,no
blue-collar,married,no,yes,no,telephone,may,unknown,no
management,single,no,yes,no,cellular,may,unknown,no
blue-collar,single,no,yes,no,unknown,may,unknown,no
management,married,no,yes,no,cellular,apr,failure,no
management,married,no,no,no,cellular,sep,unknown,no
blue-collar,divorced,no,no,no,unknown,jun,unknown,no
services,married,no,yes,no,cellular,jul,unknown,no
services,single,no,yes,no,unknown,may,unknown,no
admin.,single,no,yes,no,unknown,may,unknown,no
services,married,no,yes,yes,cellular,feb,unknown,no
management,married,no,yes,no,cellular,nov,unknown,no
technician,single,no,yes,no,cellular,nov,failure,no
admin.,married,no,no,no,cellular,apr,unknown,no
management,divorced,no,yes,no,unknown,may,unknown,no
technician,single,no,no,no,cellular,aug,unknown,no
technician,married,no,no,no,cellular,nov,unknown,no
admin.,married,no,yes,no,cellular,may,failure,no
management,married,no,no,no,cellular,aug,unknown,no
technician,single,no,yes,no,cellular,jul,unknown,no
blue-collar,married,no,yes,yes,cellular,jan,other,no
technician,married,no,no,no,telephone,jul,unknown,no
technician,divorced,no,no,no,cellular,aug,unknown,no
management,married,no,yes,no,cellular,aug,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
management,single,no,yes,no,cellular,aug,unknown,no
services,single,no,no,yes,cellular,feb,other,no
technician,married,no,yes,no,cellular,oct,failure,no
blue-collar,married,no,yes,no,cellular,may,unknown,no
technician,married,no,no,no,unknown,jun,unknown,no
blue-collar,single,no,yes,no,cellular,may,failure,no
management,single,no,yes,no,cellular,may,failure,no
technician,married,no,no,no,unknown,jun,unknown,no
management,single,no,no,yes,cellular,feb,failure,no
technician,divorced,no,yes,no,cellular,jul,unknown,no
student,single,no,no,no,cellular,aug,unknown,no
entrepreneur,divorced,no,yes,no,unknown,may,unknown,no
technician,married,no,no,yes,unknown,may,unknown,no
management,single,no,no,no,cellular,jul,unknown,no
management,married,no,yes,no,cellular,jul,unknown,no
technician,married,no,yes,no,unknown,may,unknown,no
admin.,married,no,yes,no,cellular,nov,unknown,no
admin.,married,no,no,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,cellular,apr,failure,no
management,married,no,no,no,cellular,apr,unknown,no
admin.,married,no,yes,no,cellular,sep,failure,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
self-employed,married,no,no,no,telephone,jul,unknown,no
technician,single,no,yes,no,unknown,jun,unknown,no
admin.,single,no,yes,no,unknown,may,unknown,no
technician,divorced,no,no,no,cellular,jul,unknown,no
entrepreneur,married,no,yes,no,unknown,may,unknown,no
unemployed,single,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,unknown,jun,unknown,no
technician,single,no,no,no,cellular,aug,unknown,no
retired,married,no,no,no,cellular,jul,unknown,no
admin.,married,no,yes,no,cellular,feb,failure,no
self-employed,married,no,no,no,unknown,jun,unknown,no
admin.,divorced,no,yes,no,unknown,jun,unknown,no
management,single,no,yes,no,cellular,feb,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
services,single,no,yes,no,cellular,may,unknown,no
blue-collar,single,no,yes,no,cellular,may,other,no
retired,married,no,no,no,cellular,mar,success,no
services,single,no,yes,yes,cellular,may,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
technician,single,no,yes,yes,unknown,jun,unknown,no
retired,married,no,no,no,cellular,jan,unknown,no
entrepreneur,married,no,yes,yes,cellular,nov,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
entrepreneur,married,no,no,yes,cellular,jul,unknown,no
admin.,single,no,yes,no,unknown,jun,unknown,no
technician,single,no,yes,no,cellular,nov,failure,no
management,single,no,yes,no,cellular,feb,other,no
admin.,single,no,yes,no,cellular,jul,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
admin.,single,no,yes,no,cellular,nov,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
retired,married,no,no,no,cellular,mar,unknown,no
technician,divorced,no,no,yes,cellular,aug,unknown,no
management,married,no,no,no,telephone,oct,unknown,no
admin.,single,no,yes,no,unknown,may,unknown,no
technician,married,no,yes,no,cellular,jun,success,no
entrepreneur,married,no,no,no,cellular,jul,unknown,no
technician,divorced,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
management,divorced,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,cellular,may,unknown,no
services,married,no,no,yes,telephone,feb,failure,no
admin.,married,no,no,no,telephone,nov,unknown,no
management,married,no,no,no,cellular,may,failure,no
blue-collar,married,no,yes,no,cellular,may,failure,no
blue-collar,married,no,no,no,unknown,jun,unknown,no
blue-collar,married,no,no,yes,telephone,jul,unknown,no
entrepreneur,divorced,no,yes,yes,cellular,nov,failure,no
entrepreneur,married,no,no,no,cellular,feb,unknown,no
self-employed,married,no,yes,no,cellular,jul,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
housemaid,married,no,no,no,cellular,nov,unknown,no
services,married,no,no,yes,cellular,nov,success,no
blue-collar,married,no,no,yes,cellular,aug,unknown,no
management,married,no,yes,no,cellular,may,unknown,no
management,divorced,no,no,no,cellular,jul,unknown,no
management,married,no,yes,no,cellular,aug,unknown,no
student,single,no,yes,no,cellular,aug,success,no
admin.,married,no,yes,no,unknown,may,unknown,no
technician,married,no,yes,yes,cellular,may,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
management,married,no,yes,no,cellular,jul,unknown,no
retired,married,no,no,no,cellular,feb,unknown,no
technician,divorced,no,no,no,unknown,may,unknown,no
services,divorced,no,yes,no,cellular,may,other,no
management,married,no,no,no,cellular,aug,unknown,no
management,married,no,no,no,cellular,feb,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
retired,married,no,no,yes,cellular,jul,unknown,no
housemaid,married,no,no,no,cellular,jun,success,no
management,married,no,yes,no,cellular,apr,failure,no
admin.,married,no,yes,no,cellular,may,failure,no
housemaid,married,no,yes,no,unknown,may,unknown,no
self-employed,divorced,no,yes,no,cellular,apr,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
self-employed,married,no,no,no,unknown,jun,unknown,no
services,divorced,no,no,no,unknown,jun,unknown,no
management,married,no,yes,no,cellular,nov,failure,no
self-employed,married,no,yes,no,cellular,nov,failure,no
technician,married,no,no,no,cellular,aug,unknown,no
technician,married,no,no,no,cellular,jul,unknown,no
technician,divorced,no,yes,no,cellular,jul,unknown,no
self-employed,single,no,no,yes,cellular,jul,unknown,no
admin.,married,no,no,no,unknown,jun,unknown,no
admin.,single,no,yes,no,cellular,may,failure,no
management,married,no,yes,yes,cellular,jul,unknown,no
admin.,married,no,no,no,unknown,may,unknown,no
technician,divorced,no,yes,no,cellular,nov,failure,no
services,married,no,yes,no,unknown,may,unknown,no
admin.,divorced,no,yes,yes,unknown,jun,unknown,no
blue-collar,married,no,no,yes,cellular,jan,unknown,no
management,divorced,no,yes,no,cellular,may,unknown,no
admin.,single,no,yes,no,cellular,may,unknown,no
retired,married,no,no,no,unknown,may,unknown,no
unemployed,married,no,yes,no,unknown,may,unknown,no
